date,person,bicycle,car,motorcycle,airplane,bus,train,truck,boat
2016-07-19_07-00,2,0,0,0,0,0,0,0,0
2016-07-19_08-00,3,0,0,0,0,0,1,0,0
2016-07-19_09-00,3,0,1,0,0,0,0,1,0
2016-07-19_10-00,16,0,2,0,0,2,0,1,0
2016-07-19_11-00,24,0,1,0,0,0,0,0,0
2016-07-19_12-00,8,0,0,0,0,0,0,1,0
2016-07-19_13-00,24,0,1,0,0,0,0,0,0
2016-07-19_14-00,20,0,1,0,0,0,0,1,0
2016-07-19_15-00,26,1,0,0,0,0,0,0,0
2016-07-19_16-00,30,0,2,0,0,0,0,0,0
2016-07-19_17-00,21,0,2,0,0,1,0,0,0
2016-07-19_18-00,27,0,0,0,0,0,0,1,0
2016-07-19_19-00,12,0,1,0,0,0,1,0,0
2016-07-19_20-00,24,0,1,0,0,0,0,0,0
2016-07-19_21-00,18,0,1,0,0,0,0,1,0
2016-07-19_22-00,22,0,2,0,0,0,0,0,0
2016-07-19_23-00,10,0,1,0,0,0,0,0,0
2016-07-20_00-00,8,0,0,0,0,0,0,0,0
2016-07-20_01-00,3,0,1,0,0,0,0,0,0
2016-07-20_02-00,0,0,0,0,0,0,0,0,0
2016-07-20_03-00,6,0,0,0,0,0,0,1,0
2016-07-20_04-00,5,0,2,0,0,0,0,0,0
2016-07-20_05-00,4,0,1,0,0,0,0,1,0
2016-07-20_06-00,4,0,0,0,0,0,2,0,0
2016-07-20_07-00,4,0,0,0,0,0,0,1,0
2016-07-20_08-00,12,1,2,0,0,1,0,0,0
2016-07-20_09-00,9,0,1,0,0,0,0,3,0
2016-07-20_10-00,13,0,0,0,0,1,0,1,0
2016-07-20_11-00,14,0,0,0,0,0,0,0,0
2016-07-20_12-00,24,0,2,0,0,0,0,0,0
2016-07-20_13-00,23,0,0,0,0,0,0,0,0
2016-07-20_14-00,22,0,1,0,0,0,0,0,0
2016-07-20_15-00,20,0,0,0,0,0,0,0,0
2016-07-20_16-00,28,0,0,0,0,0,0,0,0
2016-07-20_17-00,25,2,0,0,0,0,0,0,0
2016-07-20_18-00,25,0,0,0,0,0,0,0,0
2016-07-20_19-00,20,1,0,0,0,0,0,0,0
2016-07-20_20-00,31,0,2,0,0,0,0,0,0
2016-07-20_21-00,21,0,1,0,0,0,0,0,0
2016-07-20_22-00,16,0,0,0,0,0,0,0,0
2016-07-20_23-00,12,0,0,0,0,0,0,0,0
2016-07-21_00-00,4,0,0,0,0,0,0,0,0
2016-07-21_01-00,4,0,0,0,0,0,0,0,0
2016-07-21_02-00,6,0,2,0,0,0,0,0,0
2016-07-21_03-00,5,0,0,0,0,0,0,0,0
2016-07-21_04-00,6,0,0,0,0,0,0,0,0
2016-07-21_05-00,4,0,1,0,0,0,0,0,0
2016-07-21_06-00,3,0,0,0,0,0,0,0,0
2016-07-21_07-00,0,0,0,0,0,0,0,2,0
2016-07-21_08-00,3,0,1,0,0,0,0,0,0
2016-07-21_09-00,8,0,2,0,0,0,0,0,0
2016-07-21_10-00,5,0,3,0,0,1,0,0,0
2016-07-21_11-00,19,0,0,0,0,0,0,0,0
2016-07-21_12-00,17,0,1,0,0,2,0,0,0
2016-07-21_13-00,15,0,0,1,0,0,0,0,0
2016-07-21_14-00,6,0,0,0,0,0,1,0,0
2016-07-21_15-00,19,0,1,0,0,0,0,1,0
2016-07-21_16-00,14,0,0,0,0,0,0,0,0
2016-07-21_17-00,22,0,0,0,0,0,0,0,0
2016-07-21_18-00,12,0,0,0,0,0,1,0,0
2016-07-21_19-00,23,0,0,0,0,0,0,0,0
2016-07-21_20-00,22,2,1,0,0,0,0,0,0
2016-07-21_21-00,22,1,1,0,0,0,0,0,0
2016-07-21_22-00,26,0,1,0,0,0,0,0,0
2016-07-21_23-00,15,1,1,0,0,0,0,0,0
2016-07-22_00-00,8,0,0,0,0,0,0,0,0
2016-07-22_01-00,8,0,0,0,0,0,0,0,0
2016-07-22_02-00,8,0,1,0,0,0,0,0,0
2016-07-22_03-00,5,0,2,0,0,0,0,0,0
2016-07-22_04-00,5,0,0,0,0,0,0,0,0
2016-07-22_05-00,3,0,1,0,0,0,0,0,0
2016-07-22_06-00,2,0,0,0,0,0,0,0,0
2016-07-22_07-00,0,0,2,0,0,0,0,0,0
2016-07-22_08-00,3,0,1,0,0,0,0,0,0
2016-07-22_09-00,2,0,0,0,0,0,0,2,0
2016-07-22_10-00,7,0,2,0,0,0,0,2,0
2016-07-22_11-00,22,0,0,0,0,0,0,2,0
2016-07-22_12-00,13,0,1,0,0,0,0,0,0
2016-07-22_13-00,12,0,2,0,0,0,0,0,0
2016-07-22_14-00,20,0,1,0,0,0,0,0,0
2016-07-22_15-00,20,0,1,0,0,0,0,0,0
2016-07-22_16-00,8,0,2,0,0,0,0,0,0
2016-07-22_17-00,26,0,0,0,0,0,0,0,0
2016-07-22_18-00,19,0,1,0,0,1,0,0,0
2016-07-22_19-00,26,0,0,0,0,0,0,0,0
2016-07-22_20-00,15,0,0,0,0,0,0,0,0
2016-07-22_21-00,24,0,0,0,0,0,0,0,0
2016-07-22_22-00,25,0,2,0,0,0,0,0,0
2016-07-22_23-00,18,1,1,0,0,0,0,0,0
2016-07-23_00-00,13,0,0,0,0,0,0,0,0
2016-07-23_01-00,9,0,0,0,0,0,0,0,0
2016-07-23_02-00,13,1,0,0,0,0,0,0,0
2016-07-23_03-00,14,0,0,0,0,0,0,0,0
2016-07-23_04-00,6,0,4,0,0,0,0,1,0
2016-07-23_05-00,3,0,1,0,0,0,0,0,0
2016-07-23_06-00,0,0,1,0,0,0,0,0,0
2016-07-23_07-00,1,0,0,0,0,0,0,0,0
2016-07-23_08-00,3,0,0,0,0,1,0,0,0
2016-07-23_09-00,1,0,0,0,0,0,0,1,0
2016-07-23_10-00,4,0,0,0,0,0,0,1,0
2016-07-23_11-00,8,0,1,0,0,0,0,1,0
2016-07-23_12-00,3,1,0,0,0,1,0,0,0
2016-07-23_13-00,21,0,0,0,0,1,0,0,0
2016-07-23_14-00,17,0,1,0,0,0,0,0,0
2016-07-23_15-00,11,1,1,0,0,0,0,0,0
2016-07-23_16-00,20,0,0,0,0,1,0,0,0
2016-07-23_17-00,20,1,0,0,0,0,0,0,0
2016-07-23_18-00,23,0,0,0,0,0,0,0,0
2016-07-23_19-00,13,0,2,0,0,0,0,2,0
2016-07-23_20-00,24,0,3,0,0,0,0,0,0
2016-07-23_21-00,23,1,0,0,0,0,0,0,0
2016-07-23_22-00,21,0,1,0,0,0,0,0,0
2016-07-23_23-00,27,0,2,0,0,0,0,0,0
2016-07-24_00-00,13,0,0,0,0,0,0,0,0
2016-07-24_01-00,13,0,0,0,0,0,0,0,0
2016-07-24_02-00,7,0,0,0,0,0,0,0,0
2016-07-24_03-00,10,0,0,0,0,0,0,0,0
2016-07-24_04-00,4,0,2,0,0,1,0,0,0
2016-07-24_05-00,15,0,3,0,0,0,0,1,0
2016-07-24_06-00,2,0,0,0,0,0,0,0,0
2016-07-24_07-00,0,0,0,0,0,0,1,0,0
2016-07-24_08-00,5,0,0,0,0,0,1,0,0
2016-07-24_09-00,6,0,0,0,0,1,0,0,0
2016-07-24_10-00,1,1,0,0,0,0,1,0,0
2016-07-24_11-00,11,0,0,0,0,0,0,1,0
2016-07-24_12-00,20,0,1,0,0,0,1,0,0
2016-07-24_13-00,20,0,0,0,0,0,0,0,0
2016-07-24_14-00,18,0,0,0,0,0,0,0,0
2016-07-24_15-00,29,0,0,0,0,0,0,0,0
2016-07-24_16-00,27,0,0,0,0,0,0,0,0
2016-07-24_17-00,15,0,0,0,0,0,0,0,0
2016-07-24_18-00,29,1,0,0,0,1,0,0,0
2016-07-24_19-00,26,0,0,1,0,0,0,0,0
2016-07-24_20-00,21,0,0,0,0,0,0,0,0
2016-07-24_21-00,19,0,0,0,0,0,0,0,0
2016-07-24_22-00,22,0,0,0,0,0,0,0,0
2016-07-24_23-00,12,0,1,0,0,1,0,0,0
2016-07-25_00-00,11,0,0,0,0,0,0,0,0
2016-07-25_01-00,7,0,1,0,0,0,0,0,0
2016-07-25_02-00,0,0,0,0,0,0,0,0,0
2016-07-25_03-00,1,0,0,0,0,0,0,1,0
2016-07-25_04-00,0,0,1,0,0,0,0,0,0
2016-07-25_05-00,1,0,0,0,0,0,0,0,0
2016-07-25_06-00,0,0,1,0,0,0,0,1,0
2016-07-25_07-00,2,0,1,0,0,0,0,0,0
2016-07-25_08-00,1,0,0,0,0,0,0,0,0
2016-07-25_09-00,3,0,0,0,0,0,0,0,0
2016-07-25_10-00,4,0,0,0,0,0,0,0,0
2016-07-25_11-00,15,1,0,0,0,0,0,0,0
2016-07-25_12-00,17,0,1,0,0,0,0,0,0
2016-07-25_13-00,24,0,1,0,0,1,0,0,0
2016-07-25_14-00,18,1,0,0,0,0,0,0,0
2016-07-25_15-00,9,1,0,0,0,0,0,0,0
2016-07-25_16-00,8,0,0,0,0,0,1,0,0
2016-07-25_17-00,22,0,4,0,0,2,0,0,0
2016-07-25_18-00,15,0,2,0,0,0,0,0,0
2016-07-25_19-00,13,1,0,0,0,1,0,0,0
2016-07-25_20-00,31,0,0,0,0,0,0,0,0
2016-07-25_21-00,26,1,1,0,0,0,0,0,0
2016-07-25_22-00,23,0,0,0,0,0,0,0,0
2016-07-25_23-00,20,0,0,0,0,0,0,0,0
2016-07-26_00-00,3,0,0,0,0,0,0,0,0
2016-07-26_01-00,12,0,0,0,0,0,0,0,0
2016-07-26_02-00,7,0,0,0,0,0,0,0,0
2016-07-26_03-00,4,0,0,0,0,0,0,0,0
2016-07-26_04-00,3,0,2,0,0,0,0,0,0
2016-07-26_05-00,4,0,0,0,0,0,0,0,0
2016-07-26_06-00,2,0,0,0,0,0,0,0,0
2016-07-26_07-00,6,0,0,0,0,0,0,1,0
2016-07-26_08-00,0,0,1,0,0,0,0,1,0
2016-07-26_09-00,8,0,0,0,0,0,1,1,0
2016-07-26_10-00,22,3,1,0,0,0,0,1,0
2016-07-26_11-00,17,0,1,0,0,0,0,0,0
2016-07-26_12-00,23,0,2,0,0,1,0,0,0
2016-07-26_13-00,12,0,0,0,0,0,0,0,0
2016-07-26_14-00,13,0,0,0,0,1,0,0,0
2016-07-26_15-00,30,1,2,0,0,0,0,0,0
2016-07-26_16-00,20,0,0,0,0,0,0,0,0
2016-07-26_17-00,19,0,1,0,0,0,0,1,0
2016-07-26_18-00,29,0,0,0,0,0,0,1,0
2016-07-26_19-00,28,2,0,0,0,0,0,0,0
2016-07-26_20-00,32,0,2,0,0,0,0,0,0
2016-07-26_21-00,14,0,0,0,0,1,0,0,0
2016-07-26_22-00,18,0,0,0,0,0,0,0,0
2016-07-26_23-00,16,0,0,0,0,0,0,1,0
2016-07-27_00-00,10,0,1,0,0,0,0,0,0
2016-07-27_01-00,15,0,0,0,0,0,0,0,0
2016-07-27_02-00,3,0,0,0,0,0,0,0,0
2016-07-27_03-00,11,0,0,0,0,0,0,0,0
2016-07-27_04-00,0,0,0,0,0,0,0,1,0
2016-07-27_05-00,6,0,0,0,0,0,0,0,0
2016-07-27_06-00,2,0,0,0,0,0,0,0,0
2016-07-27_07-00,4,0,1,0,0,0,0,0,0
2016-07-27_08-00,10,0,1,0,0,0,0,1,0
2016-07-27_09-00,10,1,1,0,0,0,0,0,0
2016-07-27_10-00,13,2,2,0,0,0,0,0,0
2016-07-27_11-00,23,1,0,0,0,0,0,0,0
2016-07-27_12-00,35,0,1,0,0,0,0,0,0
2016-07-27_13-00,24,1,0,0,0,0,0,2,0
2016-07-27_14-00,18,0,0,0,0,0,0,0,0
2016-07-27_15-00,24,0,0,0,0,0,0,0,0
2016-07-27_16-00,30,1,0,0,0,0,0,1,0
2016-07-27_17-00,28,0,0,0,0,0,0,1,0
2016-07-27_18-00,22,0,0,0,0,0,0,1,0
2016-07-27_19-00,26,0,1,0,0,0,0,0,0
2016-07-27_20-00,23,0,1,0,0,0,0,1,0
2016-07-27_21-00,27,1,0,0,0,0,0,1,0
2016-07-27_22-00,16,0,0,0,0,0,0,1,0
2016-07-27_23-00,26,0,0,0,0,1,0,1,0
2016-07-28_00-00,9,0,0,0,0,0,0,1,0
2016-07-28_01-00,2,0,1,0,0,1,0,0,0
2016-07-28_02-00,8,0,0,0,0,2,0,0,0
2016-07-28_03-00,7,0,1,0,0,0,0,0,0
2016-07-28_04-00,2,0,0,0,0,0,0,1,0
2016-07-28_05-00,6,0,0,0,0,0,0,0,0
2016-07-28_06-00,11,0,1,0,0,0,0,1,0
2016-07-28_07-00,14,0,0,0,0,1,0,0,0
2016-07-28_08-00,5,0,0,0,0,0,0,1,0
2016-07-28_09-00,14,0,0,0,0,0,0,0,0
2016-07-28_10-00,28,0,1,0,0,0,0,0,0
2016-07-28_11-00,23,1,1,0,0,0,0,0,0
2016-07-28_12-00,23,1,0,0,0,0,0,0,0
2016-07-28_13-00,21,0,0,0,0,0,0,0,0
2016-07-28_14-00,32,0,0,0,0,1,0,0,0
2016-07-28_15-00,28,0,0,0,0,0,0,0,0
2016-07-28_16-00,18,0,2,0,0,0,0,0,0
2016-07-28_17-00,27,0,1,0,0,0,0,0,0
2016-07-28_18-00,25,0,0,0,0,0,0,0,0
2016-07-28_19-00,17,0,0,0,0,0,0,0,0
2016-07-28_20-00,30,0,0,0,0,0,0,0,0
2016-07-28_21-00,10,0,0,0,0,0,0,0,0
2016-07-28_22-00,17,0,0,0,0,0,0,0,0
2016-07-28_23-00,6,0,1,0,0,0,0,0,0
2016-07-29_00-00,3,0,1,0,0,1,0,0,0
2016-07-29_01-00,3,0,0,0,0,0,0,1,0
2016-07-29_02-00,9,0,0,0,0,0,0,0,0
2016-07-29_03-00,7,0,1,0,0,1,0,0,0
2016-07-29_04-00,8,0,0,0,0,1,0,0,0
2016-07-29_05-00,2,0,0,0,0,0,0,1,0
2016-07-29_06-00,4,0,0,0,0,1,0,0,0
2016-07-29_07-00,1,0,2,0,0,0,0,0,0
2016-07-29_08-00,7,0,1,0,0,0,0,0,0
2016-07-29_09-00,6,0,2,0,0,0,0,0,0
2016-07-29_10-00,13,0,0,0,0,0,0,1,0
2016-07-29_11-00,18,0,2,0,0,0,0,0,0
2016-07-29_12-00,18,0,1,0,0,0,0,0,0
2016-07-29_13-00,36,1,0,0,0,0,0,0,0
2016-07-29_14-00,21,0,1,0,0,0,0,0,0
2016-07-29_15-00,12,0,0,0,0,0,0,0,0
2016-07-29_16-00,12,0,1,0,0,0,0,0,0
2016-07-29_17-00,27,0,0,0,0,0,0,0,0
2016-07-29_18-00,21,0,0,0,0,0,0,0,0
2016-07-29_19-00,16,0,0,0,0,0,0,0,0
2016-07-29_20-00,24,0,0,0,0,0,0,0,0
2016-07-29_21-00,7,0,0,0,0,0,0,0,0
2016-07-29_22-00,25,0,0,0,0,0,0,0,0
2016-07-29_23-00,26,0,0,0,0,0,0,0,0
2016-07-30_00-00,22,0,0,0,0,0,0,0,0
2016-07-30_01-00,16,0,0,0,0,0,0,0,0
2016-07-30_02-00,11,0,0,0,0,0,0,0,0
2016-07-30_03-00,10,0,1,0,0,0,0,0,0
2016-07-30_04-00,3,0,0,0,0,0,0,0,0
2016-07-30_05-00,4,0,0,0,0,0,0,0,0
2016-07-30_06-00,4,0,0,0,0,0,0,0,0
2016-07-30_07-00,1,1,0,0,0,0,0,0,0
2016-07-30_08-00,2,0,0,0,0,0,0,0,0
2016-07-30_09-00,7,0,0,0,0,0,0,0,0
2016-07-30_10-00,11,0,0,0,0,0,0,0,0
2016-07-30_11-00,21,0,0,0,0,0,0,0,0
2016-07-30_12-00,19,0,0,0,0,0,0,1,0
2016-07-30_13-00,18,0,0,0,0,1,0,1,0
2016-07-30_14-00,23,0,1,0,0,0,0,1,0
2016-07-30_15-00,23,0,0,0,0,0,0,0,0
2016-07-30_16-00,30,0,1,0,0,0,0,0,0
2016-07-30_17-00,13,0,0,0,0,0,0,0,0
2016-07-30_18-00,26,1,0,0,0,0,0,0,0
2016-07-30_19-00,27,0,0,0,0,1,0,0,0
2016-07-30_20-00,25,0,0,0,0,0,0,0,0
2016-07-30_21-00,22,0,0,0,0,0,0,0,0
2016-07-30_22-00,11,0,0,0,0,0,0,0,0
2016-07-30_23-00,8,1,0,0,0,0,0,0,0
2016-07-31_00-00,10,0,0,0,0,0,0,0,0
2016-07-31_01-00,12,0,0,0,0,0,0,0,0
2016-07-31_02-00,4,0,0,0,0,0,0,0,0
2016-07-31_03-00,4,0,0,0,0,0,0,0,0
2016-07-31_04-00,1,0,0,0,0,0,0,0,0
2016-07-31_05-00,4,0,0,0,0,0,0,0,0
2016-07-31_06-00,1,0,1,0,0,0,0,0,0
2016-07-31_07-00,4,1,0,0,0,0,0,0,0
2016-07-31_08-00,0,0,0,0,0,0,0,0,0
2016-07-31_09-00,4,0,0,0,0,0,0,0,0
2016-07-31_10-00,5,0,0,0,0,0,0,0,0
2016-07-31_11-00,0,0,0,0,0,0,0,1,0
2016-07-31_12-00,11,0,0,0,0,0,0,0,0
2016-07-31_13-00,17,0,1,0,0,0,0,0,0
2016-07-31_14-00,25,0,0,0,0,0,0,0,0
2016-07-31_15-00,24,0,0,0,0,0,0,0,0
2016-07-31_16-00,22,3,0,0,0,0,0,0,0
2016-07-31_17-00,26,0,0,0,0,0,0,0,0
2016-07-31_18-00,12,0,0,0,0,0,0,0,0
2016-07-31_19-00,8,0,0,0,0,0,0,0,0
2016-07-31_20-00,19,0,0,0,0,1,0,0,0
2016-07-31_21-00,17,0,0,0,0,0,0,0,0
2016-07-31_22-00,23,0,0,0,0,0,0,0,0
2016-07-31_23-00,18,0,0,0,0,0,0,0,0
2016-08-01_00-00,17,0,1,0,0,0,0,0,0
2016-08-01_01-00,2,0,1,0,0,0,0,0,0
2016-08-01_02-00,0,0,0,0,0,0,0,0,0
2016-08-01_03-00,1,0,0,0,0,0,0,0,0
2016-08-01_04-00,1,0,0,0,0,0,0,0,0
2016-08-01_05-00,0,0,0,0,0,0,0,0,0
2016-08-01_06-00,1,0,0,0,0,0,0,0,0
2016-08-01_07-00,3,0,1,0,0,0,1,0,0
2016-08-01_08-00,4,0,0,0,0,0,0,1,0
2016-08-01_09-00,12,0,1,0,0,1,0,0,0
2016-08-01_10-00,9,0,4,0,0,0,0,2,0
2016-08-01_11-00,28,0,1,0,0,1,0,0,0
2016-08-01_12-00,30,0,0,0,0,0,0,1,0
2016-08-01_13-00,29,0,3,0,0,0,0,0,0
2016-08-01_14-00,20,3,0,0,0,1,0,1,0
2016-08-01_15-00,28,0,2,0,0,0,0,0,0
2016-08-01_16-00,31,1,0,0,0,1,0,0,0
2016-08-01_17-00,28,0,1,0,0,1,0,0,0
2016-08-01_18-00,28,1,0,0,0,0,0,0,0
2016-08-01_19-00,19,0,1,0,0,0,0,0,0
2016-08-01_20-00,31,1,2,0,0,0,0,0,0
2016-08-01_21-00,23,0,0,0,0,0,0,0,0
2016-08-01_22-00,7,0,0,0,0,0,0,0,0
2016-08-01_23-00,16,0,0,0,0,1,0,0,0
2016-08-02_00-00,8,0,1,0,0,0,0,0,0
2016-08-02_01-00,4,0,1,0,0,0,0,0,0
2016-08-02_02-00,3,0,1,0,0,0,0,0,0
2016-08-02_03-00,1,0,1,0,0,0,0,0,0
2016-08-02_04-00,1,0,1,0,0,0,0,0,0
2016-08-02_05-00,3,0,0,0,0,0,0,0,0
2016-08-02_06-00,0,0,0,0,0,0,0,0,0
2016-08-02_07-00,1,1,1,0,0,0,0,0,0
2016-08-02_08-00,1,0,0,0,0,0,0,0,0
2016-08-02_09-00,6,0,1,0,0,0,0,0,0
2016-08-02_10-00,15,0,2,0,0,0,0,1,0
2016-08-02_11-00,15,0,1,0,0,0,0,0,0
2016-08-02_12-00,23,0,2,0,0,0,0,0,0
2016-08-02_13-00,12,0,1,0,0,0,0,1,0
2016-08-02_14-00,20,0,0,0,0,0,0,0,0
2016-08-02_15-00,14,0,0,0,0,1,0,0,0
2016-08-02_16-00,28,1,1,0,0,1,0,0,0
2016-08-02_17-00,20,1,0,0,0,0,0,0,0
2016-08-02_18-00,8,0,1,0,0,2,0,0,0
2016-08-02_19-00,12,0,0,0,0,1,0,0,0
2016-08-02_20-00,20,0,0,0,0,1,0,0,0
2016-08-02_21-00,13,0,0,0,0,1,0,0,0
2016-08-02_22-00,24,0,1,0,0,0,0,0,0
2016-08-02_23-00,12,0,0,0,0,0,0,0,0
2016-08-03_00-00,9,1,1,0,0,0,0,0,0
2016-08-03_01-00,4,0,1,0,0,0,0,0,0
2016-08-03_02-00,16,0,0,0,0,0,0,0,0
2016-08-03_03-00,6,0,2,0,0,0,0,0,0
2016-08-03_04-00,2,0,2,0,0,0,0,0,0
2016-08-03_05-00,7,0,0,0,0,0,0,0,0
2016-08-03_06-00,0,0,0,0,0,0,1,0,0
2016-08-03_07-00,6,0,0,0,0,0,0,0,0
2016-08-03_08-00,1,0,0,0,0,0,0,1,0
2016-08-03_09-00,10,1,2,0,0,0,0,2,0
2016-08-03_10-00,14,0,2,0,0,1,0,0,0
2016-08-03_11-00,19,0,1,0,0,1,0,0,0
2016-08-03_12-00,25,0,2,0,0,0,0,0,0
2016-08-03_13-00,11,0,0,0,0,0,1,0,0
2016-08-03_14-00,7,0,1,0,0,0,1,0,0
2016-08-03_15-00,43,0,2,0,0,0,0,0,0
2016-08-03_16-00,21,0,0,0,0,0,0,0,0
2016-08-03_17-00,27,0,1,0,0,0,0,0,0
2016-08-03_18-00,13,0,0,0,0,0,0,0,0
2016-08-03_19-00,34,1,1,0,0,0,0,0,0
2016-08-03_20-00,22,0,0,0,0,0,0,0,0
2016-08-03_21-00,11,0,0,0,0,0,0,0,0
2016-08-03_22-00,15,0,1,0,0,0,0,0,0
2016-08-03_23-00,15,0,2,0,0,0,0,0,0
2016-08-04_00-00,10,0,0,0,0,0,0,0,0
2016-08-04_01-00,2,0,1,0,0,0,0,0,0
2016-08-04_02-00,6,0,1,0,0,0,0,0,0
2016-08-04_03-00,7,0,0,0,0,0,0,0,0
2016-08-04_04-00,0,0,0,0,0,0,0,0,0
2016-08-04_05-00,0,0,1,0,0,0,0,2,0
2016-08-04_06-00,0,0,0,0,0,0,0,2,0
2016-08-04_07-00,2,0,0,0,0,0,1,0,0
2016-08-04_08-00,3,0,0,0,0,0,0,0,0
2016-08-04_09-00,15,0,0,0,0,0,0,0,0
2016-08-04_10-00,19,0,1,0,0,0,0,0,0
2016-08-04_11-00,11,1,1,0,0,0,0,0,0
2016-08-04_12-00,18,0,3,0,0,0,0,1,0
2016-08-04_13-00,24,0,1,0,0,0,0,0,0
2016-08-04_14-00,22,0,3,0,0,0,0,0,0
2016-08-04_15-00,10,0,2,0,0,0,1,0,0
2016-08-04_16-00,19,0,0,0,0,1,0,0,0
2016-08-04_17-00,17,0,0,0,0,0,0,1,0
2016-08-04_18-00,25,0,1,0,0,0,0,0,0
2016-08-04_19-00,25,1,0,0,0,0,0,0,0
2016-08-04_20-00,23,0,0,0,0,0,0,0,0
2016-08-04_21-00,18,0,0,0,0,0,0,0,0
2016-08-04_22-00,10,0,0,0,0,0,1,0,0
2016-08-04_23-00,22,0,0,0,0,0,0,0,0
2016-08-05_00-00,9,0,0,0,0,0,0,0,0
2016-08-05_01-00,10,0,0,0,0,0,0,0,0
2016-08-05_02-00,11,0,0,0,0,0,0,0,0
2016-08-05_03-00,7,0,1,0,0,0,0,0,0
2016-08-05_04-00,1,0,1,0,0,0,0,0,0
2016-08-05_05-00,3,0,0,0,0,0,0,0,0
2016-08-05_06-00,2,0,1,0,0,0,0,0,0
2016-08-05_07-00,2,0,0,0,0,0,0,0,0
2016-08-05_08-00,2,0,1,0,0,1,0,1,0
2016-08-05_09-00,6,0,1,0,0,1,0,0,0
2016-08-05_10-00,12,0,0,0,0,0,0,1,0
2016-08-05_11-00,14,0,2,0,0,0,0,0,0
2016-08-05_12-00,16,1,0,0,0,0,0,0,0
2016-08-05_13-00,20,0,3,0,0,0,0,0,0
2016-08-05_14-00,16,0,3,0,0,0,0,0,0
2016-08-05_15-00,16,0,0,0,0,0,0,0,0
2016-08-05_16-00,28,0,0,0,0,0,0,0,0
2016-08-05_17-00,28,0,0,0,0,0,0,0,0
2016-08-05_18-00,18,0,0,0,0,0,0,0,0
2016-08-05_19-00,24,2,0,0,0,0,0,0,0
2016-08-05_20-00,32,0,1,0,0,0,0,0,0
2016-08-05_21-00,18,0,1,0,0,0,0,0,0
2016-08-05_22-00,17,0,1,0,0,0,0,0,0
2016-08-05_23-00,15,0,0,0,0,0,0,0,0
2016-08-06_00-00,7,0,0,0,0,0,0,0,0
2016-08-06_01-00,5,0,0,0,0,0,0,0,0
2016-08-06_02-00,10,0,0,0,0,0,0,0,0
2016-08-06_03-00,3,0,0,0,0,0,0,0,0
2016-08-06_04-00,7,0,2,0,0,0,0,1,0
2016-08-06_05-00,7,0,1,0,0,0,0,0,0
2016-08-06_06-00,2,0,1,0,0,0,0,0,0
2016-08-06_07-00,0,0,0,0,0,1,0,0,0
2016-08-06_08-00,1,0,0,0,0,1,0,1,0
2016-08-06_09-00,10,0,1,0,0,0,0,1,0
2016-08-06_10-00,11,0,3,0,0,2,0,0,0
2016-08-06_11-00,26,0,1,0,0,0,0,0,0
2016-08-06_12-00,23,0,2,0,0,0,0,0,0
2016-08-06_13-00,27,0,0,0,0,0,0,0,0
2016-08-06_14-00,10,0,1,0,0,0,0,0,0
2016-08-06_15-00,22,0,2,0,0,0,0,0,0
2016-08-06_16-00,18,0,1,0,0,0,0,0,0
2016-08-06_17-00,22,0,1,0,0,0,0,1,0
2016-08-06_18-00,30,0,1,0,0,0,0,0,0
2016-08-06_19-00,30,0,1,0,0,0,0,0,0
2016-08-06_20-00,25,0,1,0,0,0,0,0,0
2016-08-06_21-00,24,1,0,0,0,0,0,0,0
2016-08-06_22-00,16,0,1,0,0,0,0,0,0
2016-08-06_23-00,16,0,0,0,0,0,0,0,0
2016-08-07_00-00,11,0,0,0,0,0,0,0,0
2016-08-07_01-00,17,0,0,0,0,0,0,0,0
2016-08-07_02-00,11,0,0,0,0,0,0,0,0
2016-08-07_03-00,8,0,1,0,0,0,0,0,0
2016-08-07_04-00,9,0,1,0,0,0,0,0,0
2016-08-07_05-00,4,0,0,0,0,0,0,0,0
2016-08-07_06-00,1,0,0,0,0,0,1,0,0
2016-08-07_07-00,0,0,0,0,0,0,0,0,0
2016-08-07_08-00,2,0,1,0,0,0,0,0,0
2016-08-07_09-00,12,0,0,0,0,0,0,0,0
2016-08-07_10-00,13,0,0,0,0,0,0,1,0
2016-08-07_11-00,31,0,1,0,0,1,0,0,0
2016-08-07_12-00,20,0,2,0,0,0,0,0,0
2016-08-07_13-00,20,0,1,0,0,0,0,0,0
2016-08-07_14-00,23,0,0,0,0,1,0,0,0
2016-08-07_15-00,27,1,2,0,0,0,0,0,0
2016-08-07_16-00,30,0,1,0,0,0,0,0,0
2016-08-07_17-00,28,0,0,0,0,0,0,0,0
2016-08-07_18-00,23,0,0,0,0,0,0,0,0
2016-08-07_19-00,19,0,2,0,0,1,0,0,0
2016-08-07_20-00,28,2,0,0,0,0,0,0,0
2016-08-07_21-00,25,1,0,0,0,0,0,0,0
2016-08-07_22-00,17,0,1,0,0,0,0,0,0
2016-08-07_23-00,8,0,0,0,0,0,0,0,0
2016-08-08_00-00,5,0,1,0,0,0,0,0,0
2016-08-08_01-00,9,0,0,0,0,0,0,0,0
2016-08-08_02-00,1,0,0,0,0,0,0,0,0
2016-08-08_03-00,8,0,0,0,0,0,0,0,0
2016-08-08_04-00,0,0,0,0,0,0,0,0,0
2016-08-08_05-00,0,0,0,0,0,0,0,0,0
2016-08-08_07-00,1,0,0,0,0,0,0,0,0
2016-08-08_08-00,0,0,0,0,0,0,0,0,0
