date,person,bicycle,car,motorcycle,airplane,bus,train,truck,boat
2016-08-28_10-00,25,0,1,0,0,0,0,0,0
2016-08-28_11-00,25,0,1,0,0,0,0,0,0
2016-08-28_12-00,25,0,1,0,0,0,0,0,0
2016-08-28_13-00,25,0,1,0,0,0,0,0,0
2016-08-28_14-00,20,0,1,0,0,0,0,0,0
2016-08-28_15-00,20,0,1,0,0,0,0,0,0
2016-08-28_16-00,17,0,1,0,0,0,0,0,0
2016-08-28_17-00,17,0,1,0,0,0,0,0,0
2016-08-28_18-00,17,0,1,0,0,0,0,0,0
2016-08-28_19-00,17,0,1,0,0,0,0,0,0
2016-08-28_20-00,17,0,1,0,0,0,0,0,0
2016-08-28_21-00,17,0,1,0,0,0,0,0,0
2016-08-28_22-00,17,0,1,0,0,0,0,0,0
2016-08-28_23-00,17,0,1,0,0,0,0,0,0
2016-08-29_00-00,17,0,1,0,0,0,0,0,0
2016-08-29_01-00,17,0,1,0,0,0,0,0,0
2016-08-29_02-00,17,0,1,0,0,0,0,0,0
2016-08-29_03-00,17,0,1,0,0,0,0,0,0
2016-08-29_04-00,17,0,1,0,0,0,0,0,0
2016-08-29_05-00,17,0,1,0,0,0,0,0,0
2016-08-29_06-00,17,0,1,0,0,0,0,0,0
2016-08-29_07-00,17,0,1,0,0,0,0,0,0
2016-08-29_08-00,17,0,1,0,0,0,0,0,0
2016-08-29_09-00,17,0,1,0,0,0,0,0,0
2016-08-29_10-00,17,0,1,0,0,0,0,0,0
2016-08-29_11-00,18,0,1,0,0,0,0,1,0
2016-08-29_12-00,17,0,0,0,0,0,0,1,0
2016-08-29_13-00,24,0,4,0,0,0,0,0,0
2016-08-29_14-00,22,0,2,0,0,2,0,0,0
2016-08-29_15-00,25,0,0,0,0,3,0,0,0
2016-08-29_16-00,18,0,3,0,0,0,0,0,0
2016-08-29_17-00,7,0,0,0,0,1,0,2,0
2016-08-29_18-00,13,0,1,0,0,0,0,0,0
2016-08-29_19-00,20,0,0,0,0,0,0,0,0
2016-08-29_20-00,14,0,2,0,0,1,0,0,0
2016-08-29_21-00,10,0,0,0,0,0,0,0,0
2016-08-29_22-00,10,0,0,0,0,0,0,0,0
2016-08-29_23-00,5,0,3,0,0,0,0,0,0
2016-08-30_00-00,2,0,0,0,0,0,0,0,0
2016-08-30_01-00,0,0,0,0,0,0,0,0,0
2016-08-30_02-00,0,0,1,0,0,0,0,0,0
2016-08-30_03-00,1,0,0,0,0,1,0,0,0
2016-08-30_04-00,0,0,2,0,0,0,0,0,0
2016-08-30_05-00,0,0,0,0,0,0,0,0,0
2016-08-30_06-00,2,0,0,0,0,1,0,2,0
2016-08-30_07-00,3,0,0,0,0,1,0,2,0
2016-08-30_08-00,4,0,0,0,0,0,0,3,0
2016-08-30_09-00,3,1,2,0,0,0,0,1,0
2016-08-30_10-00,14,0,0,0,0,1,0,0,0
2016-08-30_11-00,19,0,0,0,0,0,0,0,0
2016-08-30_12-00,24,0,0,0,0,0,0,0,0
2016-08-30_13-00,11,0,1,0,0,0,0,1,0
2016-08-30_14-00,10,0,0,0,0,1,0,0,0
2016-08-30_15-00,31,0,1,0,0,0,0,0,0
2016-08-30_16-00,19,0,0,0,0,1,0,0,0
2016-08-30_17-00,6,0,0,0,0,0,0,0,1
2016-08-30_18-00,15,2,0,0,0,0,0,0,0
2016-08-30_19-00,16,0,1,0,0,0,0,0,0
2016-08-30_20-00,19,0,0,0,0,0,0,0,0
2016-08-30_21-00,23,0,0,0,0,0,0,0,0
2016-08-30_22-00,8,0,0,0,0,0,0,0,0
2016-08-30_23-00,9,0,2,0,0,0,0,0,0
2016-08-31_00-00,4,0,0,0,0,0,0,0,0
2016-08-31_01-00,1,0,0,0,0,0,0,0,0
2016-08-31_02-00,1,0,1,0,0,0,0,0,0
2016-08-31_03-00,0,0,0,0,0,0,0,0,0
2016-08-31_04-00,0,0,0,0,0,0,0,0,0
2016-08-31_05-00,0,0,2,0,0,0,0,0,0
2016-08-31_06-00,1,0,3,0,0,0,0,0,0
2016-08-31_07-00,1,0,1,0,0,0,0,2,0
2016-08-31_08-00,3,0,0,0,0,0,0,1,0
2016-08-31_09-00,7,0,1,0,0,1,0,2,0
2016-08-31_10-00,6,0,1,0,0,0,0,1,0
2016-08-31_11-00,17,0,1,0,0,0,0,0,0
2016-08-31_12-00,13,0,1,0,0,1,0,0,0
2016-08-31_13-00,7,0,0,0,0,0,0,1,0
2016-08-31_14-00,20,0,1,0,0,0,0,0,0
2016-08-31_15-00,13,1,2,0,0,0,0,0,0
2016-08-31_16-00,13,0,1,0,0,0,0,1,0
2016-08-31_17-00,26,0,1,0,0,0,0,0,0
2016-08-31_18-00,24,0,0,0,0,1,0,0,0
2016-08-31_19-00,23,0,2,0,0,0,0,0,0
2016-08-31_20-00,17,1,0,0,0,0,0,0,0
2016-08-31_21-00,13,0,3,0,0,0,0,0,0
2016-08-31_22-00,11,0,3,0,0,0,0,0,0
2016-08-31_23-00,4,0,1,0,0,0,0,1,0
2016-09-01_00-00,6,0,2,0,0,0,0,0,0
2016-09-01_01-00,5,0,2,0,0,0,0,0,0
2016-09-01_02-00,4,0,0,0,0,0,0,0,0
2016-09-01_03-00,5,0,1,0,0,0,0,0,0
2016-09-01_04-00,0,0,1,0,0,0,0,0,0
2016-09-01_05-00,0,0,0,0,0,0,0,0,0
2016-09-01_06-00,1,0,0,0,0,0,0,0,0
2016-09-01_07-00,1,0,0,0,0,1,0,2,0
2016-09-01_08-00,4,0,0,0,0,0,0,2,0
2016-09-01_09-00,8,1,0,0,0,0,0,2,0
2016-09-01_10-00,11,0,0,0,0,0,0,2,0
2016-09-01_11-00,11,0,0,0,0,0,0,1,0
2016-09-01_12-00,12,0,0,0,0,1,0,0,0
2016-09-01_13-00,16,0,2,0,0,0,0,1,0
2016-09-01_14-00,23,0,2,0,0,0,0,0,0
2016-09-01_15-00,21,0,2,0,0,0,0,0,0
2016-09-01_16-00,13,0,1,0,0,1,0,0,0
2016-09-01_17-00,10,0,0,0,0,0,0,0,0
2016-09-01_18-00,17,3,0,0,0,0,0,0,0
2016-09-01_19-00,24,0,0,0,0,1,0,0,0
2016-09-01_20-00,16,0,0,0,0,0,0,0,0
2016-09-01_21-00,15,0,0,0,0,0,0,0,0
2016-09-01_22-00,8,0,0,0,0,0,0,0,0
2016-09-01_23-00,3,0,0,0,0,0,1,0,0
2016-09-02_00-00,0,0,1,0,0,0,0,0,0
2016-09-02_01-00,0,0,0,0,0,0,0,0,0
2016-09-02_02-00,1,0,1,0,0,0,0,0,0
2016-09-02_03-00,5,0,0,0,0,0,0,0,0
2016-09-02_04-00,2,0,0,0,0,0,0,0,0
2016-09-02_05-00,0,0,0,0,0,0,0,0,0
2016-09-02_06-00,0,0,1,0,0,0,0,0,0
2016-09-02_07-00,3,0,5,0,0,0,0,2,0
2016-09-02_08-00,1,0,1,0,0,0,0,1,0
2016-09-02_09-00,4,0,0,0,0,0,0,3,0
2016-09-02_10-00,7,0,2,0,0,1,0,1,0
2016-09-02_11-00,7,0,2,1,0,0,0,0,0
2016-09-02_12-00,5,0,0,0,0,0,1,1,0
2016-09-02_13-00,17,0,3,0,0,0,0,1,0
2016-09-02_14-00,22,0,2,0,0,0,0,1,0
2016-09-02_15-00,22,0,0,0,0,0,0,0,0
2016-09-02_16-00,17,1,0,0,0,0,0,0,0
2016-09-02_17-00,19,1,3,0,0,1,0,0,0
2016-09-02_18-00,18,0,1,0,0,0,0,0,0
2016-09-02_19-00,11,0,0,0,0,0,1,0,0
2016-09-02_20-00,17,0,0,0,0,0,0,0,0
2016-09-02_21-00,20,0,1,0,0,0,0,0,0
2016-09-02_22-00,16,0,1,0,0,0,0,0,0
2016-09-02_23-00,2,0,0,0,0,0,0,0,0
2016-09-03_00-00,3,0,1,0,0,0,0,0,0
2016-09-03_01-00,4,0,1,0,0,0,0,0,0
2016-09-03_02-00,3,0,2,0,0,0,0,0,0
2016-09-03_03-00,13,0,0,0,0,0,0,0,0
2016-09-03_04-00,10,0,1,0,0,0,0,0,0
2016-09-03_05-00,3,0,0,0,0,0,0,0,0
2016-09-03_06-00,0,0,1,0,0,0,1,0,0
2016-09-03_07-00,0,0,3,0,0,0,0,2,0
2016-09-03_08-00,0,0,0,0,0,0,0,0,0
2016-09-03_09-00,1,0,0,0,0,0,0,1,0
2016-09-03_10-00,11,0,0,0,0,0,0,1,0
2016-09-03_11-00,24,0,1,0,0,2,0,0,0
2016-09-03_12-00,16,1,0,0,0,0,0,0,0
2016-09-03_13-00,14,0,0,0,0,0,0,0,0
2016-09-03_14-00,28,1,1,0,0,0,0,0,0
2016-09-03_15-00,23,0,1,0,0,0,0,0,0
2016-09-03_16-00,24,0,0,0,0,0,0,0,0
2016-09-03_17-00,17,0,0,0,0,0,0,0,0
2016-09-03_18-00,21,0,1,0,0,0,0,0,0
2016-09-03_19-00,25,0,0,0,0,0,0,0,0
2016-09-03_20-00,17,0,0,0,0,0,0,0,0
2016-09-03_21-00,29,0,2,0,0,0,0,0,0
2016-09-03_22-00,22,0,3,0,0,0,0,0,0
2016-09-03_23-00,20,0,0,0,0,0,0,0,0
2016-09-04_00-00,12,0,1,0,0,0,0,0,0
2016-09-04_01-00,7,0,0,0,0,0,0,0,0
2016-09-04_02-00,13,0,0,0,0,0,0,0,0
2016-09-04_03-00,6,0,1,0,0,0,0,0,0
2016-09-04_04-00,10,0,2,0,0,0,0,0,0
2016-09-04_05-00,6,0,0,0,0,0,0,0,0
2016-09-04_06-00,6,0,1,0,0,1,0,0,0
2016-09-04_07-00,2,0,0,0,0,1,0,0,0
2016-09-04_08-00,0,0,1,0,0,0,1,0,0
2016-09-04_09-00,6,0,0,0,0,0,0,0,0
2016-09-04_10-00,13,0,0,0,0,0,0,0,0
2016-09-04_11-00,13,0,0,0,0,0,0,0,0
2016-09-04_12-00,18,0,1,0,0,0,0,0,0
2016-09-04_13-00,16,0,0,0,0,1,0,0,0
2016-09-04_14-00,17,0,1,0,0,0,0,0,0
2016-09-04_15-00,20,2,0,0,0,0,0,0,0
2016-09-04_16-00,18,0,0,0,0,0,0,0,0
2016-09-04_17-00,22,0,2,0,0,1,0,0,0
2016-09-04_18-00,20,1,0,0,0,0,0,0,0
2016-09-04_19-00,32,0,0,0,0,0,0,0,0
2016-09-04_20-00,16,0,0,0,0,1,0,0,0
2016-09-04_21-00,15,0,0,0,0,0,0,0,0
2016-09-04_22-00,14,0,0,0,0,0,0,0,0
2016-09-04_23-00,5,0,2,0,0,0,0,0,0
2016-09-05_00-00,3,0,1,0,0,0,0,0,0
2016-09-05_01-00,2,0,0,0,0,0,0,0,0
2016-09-05_02-00,2,0,0,0,0,0,0,1,0
2016-09-05_03-00,1,0,0,0,0,0,0,0,0
2016-09-05_04-00,3,0,1,0,0,0,0,0,0
2016-09-05_05-00,0,0,1,0,0,0,0,0,0
2016-09-05_06-00,1,0,0,0,0,0,0,0,0
2016-09-05_07-00,3,0,1,0,0,0,0,3,0
2016-09-05_08-00,0,0,4,0,0,0,0,0,0
2016-09-05_09-00,4,0,0,0,0,1,0,1,0
2016-09-05_10-00,10,0,1,0,0,0,0,3,0
2016-09-05_11-00,5,0,0,0,0,1,0,1,0
2016-09-05_12-00,18,0,1,0,0,1,0,0,0
2016-09-05_13-00,14,0,1,0,0,0,0,2,0
2016-09-05_14-00,4,0,1,0,0,0,1,0,0
2016-09-05_15-00,19,0,1,0,0,1,0,0,0
2016-09-05_16-00,14,0,0,0,0,0,0,0,0
2016-09-05_17-00,21,0,1,0,0,1,0,0,0
2016-09-05_18-00,22,0,0,0,0,2,0,0,0
2016-09-05_19-00,23,0,0,0,0,0,0,0,0
2016-09-05_20-00,16,0,0,0,0,0,0,0,0
2016-09-05_21-00,2,0,0,0,0,0,0,0,0
2016-09-05_22-00,6,0,0,0,0,0,0,0,0
2016-09-05_23-00,10,0,0,0,0,0,0,0,0
2016-09-06_00-00,6,0,1,0,0,0,0,0,0
2016-09-06_01-00,1,0,0,0,0,0,0,0,0
2016-09-06_02-00,0,0,0,0,0,0,0,0,0
2016-09-06_03-00,0,0,1,0,0,0,0,0,0
2016-09-06_04-00,0,0,0,0,0,0,0,0,0
2016-09-06_05-00,0,0,0,0,0,0,0,0,0
2016-09-06_06-00,0,0,0,0,0,0,0,0,0
2016-09-06_07-00,4,0,1,0,0,1,0,1,0
2016-09-06_08-00,9,1,2,0,0,0,0,0,0
2016-09-06_09-00,5,0,0,0,0,1,0,2,0
2016-09-06_10-00,22,0,2,0,0,0,0,1,0
2016-09-06_11-00,17,0,1,0,0,0,0,0,0
2016-09-06_12-00,13,1,0,0,0,0,1,0,0
2016-09-06_13-00,21,0,2,0,0,0,0,1,0
2016-09-06_14-00,30,1,2,0,0,0,0,0,0
2016-09-06_15-00,24,0,0,0,0,0,0,0,0
2016-09-06_16-00,20,0,0,0,0,0,0,0,0
2016-09-06_17-00,27,2,1,0,0,1,0,0,0
2016-09-06_18-00,23,0,0,0,0,0,0,0,0
2016-09-06_19-00,10,0,0,0,0,0,1,0,0
2016-09-06_20-00,22,0,0,0,0,0,0,1,0
2016-09-06_21-00,16,0,0,0,0,0,0,0,0
2016-09-06_22-00,18,0,1,0,0,0,0,0,0
2016-09-06_23-00,11,0,0,0,0,1,0,0,0
2016-09-07_00-00,4,0,1,0,0,0,0,0,0
2016-09-07_01-00,3,0,0,0,0,0,0,0,0
2016-09-07_02-00,13,0,1,0,0,0,0,0,0
2016-09-07_03-00,3,0,0,0,0,0,0,0,0
2016-09-07_04-00,4,0,0,0,0,0,0,0,0
2016-09-07_05-00,0,0,0,0,0,0,0,0,0
2016-09-07_06-00,0,0,1,0,0,1,0,0,0
2016-09-07_07-00,0,0,1,0,0,0,0,1,0
2016-09-07_08-00,2,0,0,0,0,0,0,2,0
2016-09-07_09-00,1,0,1,0,0,0,1,1,0
2016-09-07_10-00,8,0,4,0,0,1,0,1,0
2016-09-07_11-00,15,0,0,0,0,1,0,0,0
2016-09-07_12-00,13,0,0,0,0,2,0,0,0
2016-09-07_13-00,20,1,0,0,0,2,0,0,0
2016-09-07_14-00,6,0,0,0,0,0,1,0,0
2016-09-07_15-00,19,0,1,0,0,0,0,0,0
2016-09-07_16-00,17,1,0,0,0,0,0,0,0
2016-09-07_17-00,23,0,1,0,0,1,0,0,0
2016-09-07_18-00,8,0,0,0,0,1,1,0,0
2016-09-07_19-00,22,0,0,0,0,1,0,1,0
2016-09-07_20-00,9,0,1,0,0,0,0,0,0
2016-09-07_21-00,4,0,0,0,0,0,0,0,0
2016-09-07_22-00,17,0,0,0,0,0,0,0,0
2016-09-07_23-00,17,0,0,0,0,0,0,0,0
2016-09-08_00-00,1,0,0,0,0,0,0,0,0
2016-09-08_01-00,0,0,0,0,0,0,0,0,0
2016-09-08_02-00,8,0,0,0,0,0,0,0,0
2016-09-08_03-00,0,0,1,0,0,0,0,0,0
2016-09-08_04-00,0,0,0,0,0,0,0,0,0
2016-09-08_05-00,0,0,0,0,0,0,0,0,0
2016-09-08_06-00,0,0,0,0,0,0,0,0,0
2016-09-08_07-00,1,0,0,0,0,0,2,0,0
2016-09-08_08-00,4,0,1,0,0,1,0,1,0
2016-09-08_09-00,5,0,0,0,0,0,0,2,0
2016-09-08_10-00,10,0,4,0,0,0,0,4,0
2016-09-08_11-00,12,0,1,0,0,0,0,0,0
2016-09-08_12-00,10,0,0,0,0,0,0,0,0
2016-09-08_13-00,9,0,2,0,0,0,0,0,0
2016-09-08_14-00,13,1,2,0,0,0,0,0,0
2016-09-08_15-00,19,0,0,0,0,0,0,0,0
2016-09-08_16-00,24,0,0,0,0,2,0,0,0
2016-09-08_17-00,23,0,1,0,0,0,0,0,0
2016-09-08_18-00,22,0,2,0,0,0,0,0,0
2016-09-08_19-00,24,0,0,0,0,0,0,1,0
2016-09-08_20-00,10,0,1,0,0,1,0,0,0
2016-09-08_21-00,11,0,0,0,0,0,0,0,0
2016-09-08_22-00,16,0,2,0,0,0,0,0,0
2016-09-08_23-00,10,0,2,0,0,0,0,0,0
2016-09-09_00-00,4,0,3,0,0,0,0,0,0
2016-09-09_01-00,8,0,0,0,0,0,0,0,0
2016-09-09_02-00,6,0,1,0,0,0,0,0,0
2016-09-09_03-00,6,0,0,0,0,0,0,0,0
2016-09-09_04-00,2,0,0,0,0,0,0,0,0
2016-09-09_05-00,2,0,3,0,0,0,0,0,0
2016-09-09_06-00,2,0,0,0,0,0,0,0,0
2016-09-09_07-00,1,0,1,0,0,0,0,4,0
2016-09-09_08-00,6,0,0,0,0,0,0,2,0
2016-09-09_09-00,5,0,5,0,0,0,0,1,0
2016-09-09_10-00,2,0,3,0,0,0,0,3,0
2016-09-09_11-00,18,0,0,0,0,0,0,0,1
2016-09-09_12-00,4,0,0,0,0,0,1,0,0
2016-09-09_13-00,13,1,1,0,0,1,0,0,0
2016-09-09_14-00,8,0,0,0,0,0,0,0,0
2016-09-09_15-00,21,0,0,0,0,0,0,0,0
2016-09-09_16-00,17,0,1,0,0,0,0,1,0
2016-09-09_17-00,16,0,1,0,0,0,0,1,0
2016-09-09_18-00,25,0,0,0,0,1,0,0,0
2016-09-09_19-00,24,0,1,0,0,0,0,0,0
2016-09-09_20-00,14,0,1,0,0,1,0,0,0
2016-09-09_21-00,20,0,0,0,0,0,1,0,0
2016-09-09_22-00,14,0,1,0,0,0,0,0,0
2016-09-09_23-00,12,1,1,0,0,0,0,0,0
2016-09-10_00-00,19,0,1,0,0,0,0,0,0
2016-09-10_01-00,17,0,1,0,0,0,0,0,0
2016-09-10_02-00,20,0,3,0,0,0,0,0,0
2016-09-10_03-00,6,0,1,0,0,0,0,0,0
2016-09-10_04-00,5,0,3,0,0,0,0,0,0
2016-09-10_05-00,10,0,1,0,0,0,0,0,0
2016-09-10_06-00,8,0,1,0,0,0,0,0,0
2016-09-10_07-00,0,0,0,0,0,0,1,0,0
2016-09-10_08-00,2,0,0,0,0,0,0,0,0
2016-09-10_09-00,5,0,1,0,0,0,0,1,0
2016-09-10_10-00,14,0,1,0,0,0,0,2,0
2016-09-10_11-00,11,0,0,0,0,1,1,0,0
2016-09-10_12-00,16,0,4,0,0,0,0,0,0
2016-09-10_13-00,17,0,1,0,0,0,0,0,0
2016-09-10_14-00,23,0,1,0,0,0,0,0,0
2016-09-10_15-00,22,0,0,0,0,0,0,0,0
2016-09-10_16-00,34,0,1,0,0,0,0,0,0
2016-09-10_17-00,24,1,1,0,0,0,0,0,0
2016-09-10_18-00,19,1,2,0,0,1,0,0,0
2016-09-10_19-00,25,2,0,0,0,0,0,0,0
2016-09-10_20-00,14,0,0,0,0,0,0,0,0
2016-09-10_21-00,18,0,0,0,0,0,0,0,0
2016-09-10_22-00,24,0,0,0,0,0,0,0,0
2016-09-10_23-00,16,0,3,0,0,0,0,0,0
2016-09-11_00-00,11,0,3,0,0,0,0,0,0
2016-09-11_01-00,7,0,2,0,0,0,0,0,0
2016-09-11_02-00,18,0,2,0,0,0,0,0,0
2016-09-11_03-00,8,0,1,0,0,0,0,0,0
2016-09-11_04-00,12,0,1,0,0,0,0,0,0
2016-09-11_05-00,5,0,2,0,0,0,0,0,0
2016-09-11_06-00,5,0,1,0,0,0,0,0,0
2016-09-11_07-00,2,0,0,0,0,0,0,0,0
2016-09-11_08-00,0,0,0,0,0,0,0,0,0
2016-09-11_09-00,12,0,1,0,0,0,0,0,0
2016-09-11_10-00,11,2,0,0,0,1,0,0,0
2016-09-11_11-00,11,0,1,0,0,0,0,0,0
2016-09-11_12-00,19,0,0,0,0,0,0,0,0
2016-09-11_13-00,24,0,0,0,0,0,0,1,0
2016-09-11_14-00,20,1,2,0,0,0,0,0,0
2016-09-11_15-00,28,0,1,0,0,0,0,0,0
2016-09-11_16-00,22,2,1,0,0,0,0,0,0
2016-09-11_17-00,24,2,2,0,0,0,0,0,0
2016-09-11_18-00,19,0,1,0,0,1,0,0,0
2016-09-11_19-00,24,0,0,0,0,1,0,0,0
2016-09-11_20-00,21,0,3,0,0,0,0,0,0
2016-09-11_21-00,22,0,0,0,0,0,0,0,0
2016-09-11_22-00,11,0,0,0,0,0,0,0,0
2016-09-11_23-00,2,0,0,0,0,0,0,0,0
2016-09-12_00-00,5,0,0,0,0,0,0,0,0
2016-09-12_01-00,5,0,0,0,0,0,0,0,0
2016-09-12_02-00,3,0,0,0,0,0,0,0,0
2016-09-12_03-00,1,0,0,0,0,0,0,0,0
2016-09-12_04-00,0,0,2,0,0,0,0,0,0
2016-09-12_05-00,0,0,0,0,0,0,0,0,0
2016-09-12_06-00,4,0,1,0,0,1,0,0,0
2016-09-12_07-00,2,0,0,0,0,1,0,0,0
2016-09-12_08-00,6,0,1,0,0,0,0,1,0
2016-09-12_09-00,7,0,1,0,0,0,0,1,0
2016-09-12_10-00,12,0,2,0,0,0,0,1,0
2016-09-12_11-00,13,0,1,0,0,0,0,0,0
2016-09-12_12-00,16,0,1,0,0,0,0,1,0
2016-09-12_13-00,10,0,2,0,0,0,0,0,0
2016-09-12_14-00,5,0,0,0,0,1,0,0,0
2016-09-12_15-00,7,0,0,0,0,1,0,0,0
2016-09-12_16-00,15,0,0,0,0,0,0,0,0
2016-09-12_17-00,6,0,1,0,0,0,0,0,0
2016-09-12_18-00,13,1,0,0,0,1,0,0,0
2016-09-12_19-00,24,0,0,0,0,0,0,0,0
2016-09-12_20-00,15,0,1,0,0,0,0,0,0
2016-09-12_21-00,19,0,2,0,0,0,0,0,0
2016-09-12_22-00,10,0,1,0,0,0,0,0,0
2016-09-12_23-00,4,0,1,0,0,0,0,0,0
2016-09-13_00-00,5,0,0,0,0,0,0,0,0
2016-09-13_01-00,1,0,0,0,0,0,0,0,0
2016-09-13_02-00,0,0,0,0,0,0,0,0,0
2016-09-13_03-00,0,0,0,0,0,0,0,0,0
2016-09-13_04-00,0,0,1,0,0,0,0,0,0
2016-09-13_05-00,0,0,0,0,0,0,0,0,0
2016-09-13_06-00,0,0,0,0,0,0,0,1,0
2016-09-13_07-00,2,0,0,0,0,0,0,0,0
2016-09-13_08-00,7,0,0,0,0,0,0,2,0
2016-09-13_09-00,5,1,1,0,0,0,0,1,0
2016-09-13_10-00,5,0,0,1,0,1,0,1,0
2016-09-13_11-00,3,0,0,0,0,0,1,0,0
2016-09-13_12-00,22,0,2,0,0,0,0,0,0
2016-09-13_13-00,17,1,0,0,0,0,0,0,0
2016-09-13_14-00,24,0,0,0,0,1,0,0,0
2016-09-13_15-00,20,0,0,0,0,1,0,0,0
2016-09-13_16-00,21,1,0,0,0,0,0,0,0
2016-09-13_17-00,25,1,0,0,0,0,0,0,0
2016-09-13_18-00,21,0,0,0,0,0,0,1,0
2016-09-13_19-00,18,0,2,0,0,0,0,1,0
2016-09-13_20-00,19,0,1,2,0,0,0,0,0
2016-09-13_21-00,14,0,0,0,0,0,0,0,0
2016-09-13_22-00,20,0,1,0,0,0,0,0,0
2016-09-13_23-00,5,0,1,0,0,0,0,0,0
2016-09-14_00-00,6,0,0,0,0,0,0,0,0
2016-09-14_01-00,6,0,0,0,0,0,0,0,0
2016-09-14_02-00,3,0,0,0,0,0,0,0,0
2016-09-14_03-00,0,0,1,0,0,0,0,0,0
2016-09-14_04-00,1,0,0,0,0,0,0,0,0
2016-09-14_05-00,0,0,0,0,0,0,0,0,0
2016-09-14_06-00,2,0,0,0,0,0,0,0,0
2016-09-14_07-00,4,1,0,0,0,1,0,1,0
2016-09-14_08-00,6,0,0,0,0,0,0,1,0
2016-09-14_09-00,7,1,0,0,0,1,0,0,0
2016-09-14_10-00,10,0,3,0,0,0,0,1,0
2016-09-14_11-00,24,0,2,0,0,1,0,0,0
2016-09-14_12-00,16,0,0,0,0,0,0,0,0
2016-09-14_13-00,8,0,4,0,0,0,0,1,0
2016-09-14_14-00,12,0,2,0,0,0,0,2,0
2016-09-14_15-00,10,1,0,0,0,0,0,0,0
2016-09-14_16-00,28,1,0,0,0,0,0,0,0
2016-09-14_17-00,21,0,3,0,0,0,0,0,0
2016-09-14_18-00,20,0,1,0,0,0,0,0,0
2016-09-14_19-00,20,0,1,0,0,0,0,1,0
2016-09-14_20-00,15,0,0,0,0,1,0,0,0
2016-09-14_21-00,12,0,0,0,0,0,0,0,0
2016-09-14_22-00,15,1,1,0,0,0,0,0,0
2016-09-14_23-00,17,0,0,0,0,0,0,0,0
2016-09-15_00-00,8,0,1,0,0,0,0,0,0
2016-09-15_01-00,9,0,0,0,0,0,0,0,0
2016-09-15_02-00,2,0,1,0,0,0,0,0,0
2016-09-15_03-00,0,0,0,0,0,0,0,0,0
2016-09-15_04-00,1,0,0,0,0,0,0,0,0
2016-09-15_05-00,1,0,2,0,0,0,0,0,0
2016-09-15_06-00,1,0,0,0,0,0,0,1,0
2016-09-15_07-00,1,0,1,0,0,0,0,2,0
2016-09-15_08-00,4,0,0,0,0,0,0,2,0
2016-09-15_09-00,3,0,0,0,0,1,0,0,0
2016-09-15_10-00,15,0,0,0,0,1,0,1,0
2016-09-15_11-00,10,0,0,0,0,0,0,0,0
2016-09-15_12-00,17,0,1,0,0,0,0,0,0
2016-09-15_14-00,20,2,0,0,0,0,0,0,0
2016-09-15_15-00,14,0,1,0,0,1,1,0,0
2016-09-15_16-00,26,0,2,0,0,0,0,0,0
2016-09-15_17-00,23,0,2,0,0,0,0,0,0
2016-09-15_18-00,18,1,0,0,0,0,0,0,0
2016-09-15_19-00,17,0,1,0,0,1,0,0,0
2016-09-15_20-00,14,1,0,0,0,0,0,0,0
2016-09-15_21-00,10,0,0,0,0,0,0,0,0
2016-09-15_22-00,16,0,1,0,0,0,0,0,0
2016-09-15_23-00,5,0,0,0,0,0,0,0,0
2016-09-16_00-00,6,0,2,0,0,0,0,0,0
2016-09-16_01-00,7,0,1,0,0,0,0,0,0
2016-09-16_02-00,9,0,0,0,0,0,0,0,0
2016-09-16_03-00,2,0,0,0,0,0,0,0,0
2016-09-16_04-00,0,0,0,0,0,0,0,0,0
2016-09-16_05-00,1,0,1,0,0,0,0,0,0
2016-09-16_06-00,3,0,0,0,0,2,0,0,0
2016-09-16_07-00,2,0,1,0,0,0,0,3,0
2016-09-16_08-00,5,0,0,0,0,0,0,2,0
2016-09-16_09-00,10,0,1,0,0,0,0,3,0
2016-09-16_10-00,9,0,2,0,0,0,0,2,0
2016-09-16_11-00,13,0,0,0,0,1,0,0,0
2016-09-16_12-00,15,0,2,0,0,0,0,0,0
2016-09-16_13-00,16,0,0,0,0,0,0,2,0
2016-09-16_14-00,6,0,1,0,0,1,0,0,0
2016-09-16_15-00,24,1,0,0,0,0,0,0,0
2016-09-16_16-00,17,0,0,0,0,1,0,0,0
2016-09-16_17-00,22,0,1,0,0,0,0,0,0
2016-09-16_18-00,27,1,1,0,0,0,0,0,0
2016-09-16_19-00,27,2,1,0,0,1,0,0,0
2016-09-16_20-00,27,2,1,0,0,1,0,0,0
2016-09-16_21-00,27,2,1,0,0,1,0,0,0
2016-09-16_22-00,27,2,1,0,0,1,0,0,0
2016-09-16_23-00,27,2,1,0,0,1,0,0,0
2016-09-17_00-00,27,2,1,0,0,1,0,0,0
2016-09-17_01-00,27,2,1,0,0,1,0,0,0
2016-09-17_02-00,27,2,1,0,0,1,0,0,0
2016-09-17_03-00,27,2,1,0,0,1,0,0,0
2016-09-17_04-00,27,2,1,0,0,1,0,0,0
2016-09-17_05-00,27,2,1,0,0,1,0,0,0
2016-09-17_06-00,27,2,1,0,0,1,0,0,0
2016-09-17_07-00,27,2,1,0,0,1,0,0,0
2016-09-17_08-00,27,2,1,0,0,1,0,0,0
2016-09-17_09-00,27,2,1,0,0,1,0,0,0
2016-09-17_10-00,27,2,1,0,0,1,0,0,0
2016-09-17_11-00,27,2,1,0,0,1,0,0,0
